Title Searched,Year Searched,Director Searched,Publication,Score,Critic,Snippet,Date Written
MULHOLLAND DRIVE,2001,David Lynch,Slate,100,David Edelstein,"Mulholland Drive isn't a ""puzzle"" like ""Memento,"" in which the pieces (sort of) fit together. There are some pieces here that will never fit -- except maybe in Lynch's unconscious. And yet -- and yet -- this distinctly Hollywood nightmare makes a deeper kind of sense.",
MULHOLLAND DRIVE,2001,David Lynch,New York Daily News,100,Jami Bernard,"For film buffs and Lynch fans, this is a glorious high.",
MULHOLLAND DRIVE,2001,David Lynch,Chicago Sun-Times,100,Roger Ebert,"This is a movie to surrender yourself to. If you require logic, see something else. Mulholland Drive works directly on the emotions, like music.",
MULHOLLAND DRIVE,2001,David Lynch,Chicago Reader,100,Jonathan Rosenbaum,"Watts and Harring even turn out to be the hottest Hollywood couple of 2001. The plot slides along agreeably as a tantalizing mystery before becoming almost completely inexplicable, though no less thrilling, in the closing stretches--but that's what Lynch is famous for. It looks great too.",
MULHOLLAND DRIVE,2001,David Lynch,The New York Times,100,Stephen Holden,"By surrendering any semblance of rationality to create a post-Freudian, pulp-fiction fever dream of a movie, Mr. Lynch ends up shooting the moon with Mulholland Drive.",
MULHOLLAND DRIVE,2001,David Lynch,L.A. Weekly,100,Manohla Dargis,"Not just everything you want in a David Lynch movie, but damn near everything else you want in ANY movie.",
MULHOLLAND DRIVE,2001,David Lynch,Los Angeles Times,100,Kenneth Turan,"Likely as not, these things mean nothing in a conventional plot sense, but as powerful images, as pictures from a dreamlike world, they are unforgettable. And that, David Lynch would probably say, is exactly the point.",
MULHOLLAND DRIVE,2001,David Lynch,Mr. Showbiz,100,Michael Atkinson,"Amid the chaos of this marvelous, uncategorizable film squirms one of the year's best performances.",
MULHOLLAND DRIVE,2001,David Lynch,Total Film,100,Kevin Harley,"Alluring and unnerving, Lynch’s horror-show reminds us how much cinema misses him. Watts is electric, too.",
MULHOLLAND DRIVE,2001,David Lynch,The Guardian,100,Peter Bradshaw,"Mulholland Drive is as brilliant and disquieting as anything Lynch has ever done. It is psychotically lucid, oppressively strange, but with a powerfully erotic and humanly intimate dimension that Lynch never quite achieved elsewhere. It is a fantasia of illusion and identity, a meditation on the mystery of casting in art as in life: the vital importance of finding the right role.",
MULHOLLAND DRIVE,2001,David Lynch,Empire,100,Simon Braund,"A bone fide masterpiece. An erotic, deeply unsettling, darkly comic journey through the subconscious city of night.",
MULHOLLAND DRIVE,2001,David Lynch,Portland Oregonian,91,Shawn Levy,"It's surreal, erotic, creepy, frustrating, absorbing, transporting and torturous in the way only a Lynch film can be.",
MULHOLLAND DRIVE,2001,David Lynch,Time,90,Richard Corliss,"Viewers will feel as though they've just finished a great meal but aren't sure what they've been served. Behind them, the chef smiles wickedly.",
MULHOLLAND DRIVE,2001,David Lynch,The New Yorker,90,Anthony Lane,"The movie, at two and a half hours, retains much of the unhurried suspense -- the careful cultivating of our patience, of our narrative loyalty -- that is bred by the best TV.",
MULHOLLAND DRIVE,2001,David Lynch,Rolling Stone,90,Peter Travers,The challenge is exhilarating. You can discover a lot about yourself by getting lost in Mulholland Drive. It grips you like a dream that won't let go.,
MULHOLLAND DRIVE,2001,David Lynch,Village Voice,90,J. Hoberman,Thrilling and ludicrous. The movie feels entirely instinctual. The rest is silencio.,
MULHOLLAND DRIVE,2001,David Lynch,Baltimore Sun,88,Michael Sragow,A dizzying - sometimes frustrating - marvel of moviemaking instinct and ingenuity.,
MULHOLLAND DRIVE,2001,David Lynch,Miami Herald,88,Rene Rodriguez,"It just requires an open mind, a love of film and a willingness to dream.",
MULHOLLAND DRIVE,2001,David Lynch,Entertainment Weekly,83,Owen Gleiberman,Rapt and beautiful and absorbing.,
MULHOLLAND DRIVE,2001,David Lynch,Washington Post,80,Stephen Hunter,"Lynch's new movie, Mulholland Drive, is a trip and a half: It's like playing Twister and Scrabble simultaneously while high on LSD. Oh, and it's dark out.",
MULHOLLAND DRIVE,2001,David Lynch,TV Guide Magazine,80,Ken Fox,"An intriguingly mysterious, self-reflexive ode to the dream factory, it's one of Lynch's most satisfying films.",
MULHOLLAND DRIVE,2001,David Lynch,Christian Science Monitor,75,David Sterritt,"It will frustrate viewers who like stories to make instant sense, but fans of provocative puzzles will have mind-teasing fun.",
MULHOLLAND DRIVE,2001,David Lynch,San Francisco Chronicle,75,Edward Guthmann,"Exhilarating not only for its dreamlike images and fierce, frequently reckless imagination but also for the fact that it got made (and released) at all.",
MULHOLLAND DRIVE,2001,David Lynch,New York Post,75,Lou Lumenick,"No classic like ""The Big Sleep,"" another famously impossible-to-follow Los Angeles thriller. But for those willing to hang on for dear life, Lynch makes it worth their while.",
MULHOLLAND DRIVE,2001,David Lynch,Boston Globe,75,Jay Carr,"It's flawed, but it's also rich. And how many films make you feel that you and the filmmaker are following the course of a dream?",
MULHOLLAND DRIVE,2001,David Lynch,Philadelphia Inquirer,75,Steven Rea,"It's a lush, lovely dreamscape of a movie, steeped in familiar vernacular (film noir), yet capable of shooting off in totally unfamiliar, surreal directions.",
MULHOLLAND DRIVE,2001,David Lynch,Charlotte Observer,75,Lawrence Toppman,"Lynch does ""explain"" what's happening via a plot twist two-thirds of the way through ""Drive,"" which will satisfy you (as it did me) or leave you asking, ""Is that all there is?""",
MULHOLLAND DRIVE,2001,David Lynch,Film Threat,70,Chris Gore,"There's a lot to enjoy, and plenty of potential, but none of it pays off. So we're left with what amounts to some very clever experimental cinema in the Lynch vein. Which, if you think about it, isn't all that bad.",
MULHOLLAND DRIVE,2001,David Lynch,Seattle Post-Intelligencer,67,William Arnold,"As riveting as it may be, his film is a total shaggy-dog story.",
MULHOLLAND DRIVE,2001,David Lynch,Washington Post,60,Desson Thomson,"Mulholland Drive is an extended mood opera, if you want to put an arty label on incoherence.",
MULHOLLAND DRIVE,2001,David Lynch,Wall Street Journal,60,Joe Morgenstern,"Watching this surrealist silliness, I would have welcomed the sight of a geezer on a riding mower.",
MULHOLLAND DRIVE,2001,David Lynch,Austin Chronicle,50,Marc Savlov,"Relax, sit tight, and enjoy the ride.",
MULHOLLAND DRIVE,2001,David Lynch,New York Magazine (Vulture),40,Peter Rainer,"Lynch needs to renew himself with an influx of the deep feeling he has for people, for outcasts, and lay off the cretins and hobgoblins and zombies for a while. Mulholland Drive is the product of David Lynch, Inc.",
DUNE,1984,David Lynch,Newsweek,90,David Ansen,"It is a dark, spellbinding dream, full of murmurs and whispers, byzantine plots and messianic fevers. It finds its iconography of the future deep in the past. It's not always easy to follow, but it's even harder to get out of your system. For better and for worse, it takes more artistic chances than any major American movie around. [10 Dec 1984, p.93]",
DUNE,1984,David Lynch,The Atlantic,75,Daniel D. Snyder,"While it's hardly a cohesive experience, individual scenes are brought to life with striking power.",
DUNE,1984,David Lynch,The Hollywood Reporter,70,Kirk Ellis,"For all its cumbersome scope (realized on a shimmeringly large scale by Lawrence of Arabia cinematographer Freddie Francis), the film remains an intensely personal epic, Lynch's uncommon emphasis on characters rather than effects lending his exposition a rather remarkable lucidity.",
DUNE,1984,David Lynch,Time Out,70,Staff (Not Credited),"Lynch's third feature may have been a commercial disaster, but it gets under your skin and is marked by unforgettable images and an extraordinary soundtrack.",
DUNE,1984,David Lynch,Film Threat,65,Alan Ng,"The entire film seems to be the book’s narrative highlights strung together but rarely spotlights any of the themes or subtext from the book (if there are any). I don’t think this David Lynch film is Lynchian in any way. To me, Dune is a straightforward adventure with very little depth or character motivation outside the genre’s tropes.",
DUNE,1984,David Lynch,Empire,60,Ian Nathan,A most fascinating disaster of genre making.,
DUNE,1984,David Lynch,Variety,60,Staff (Not Credited),"Dune is a huge, hollow, imaginative and cold sci-fi epic. Visually unique and teeming with incident, David Lynch's film holds the interest due to its abundant surface attractions but won't, of its own accord, create the sort of fanaticism which has made Frank Herbert's 1965 novel one of the all-time favorites in its genre.",
DUNE,1984,David Lynch,The Guardian,60,Peter Bradshaw,"This is a film that doesn’t dramatically harness the vast forces it’s gesturing at, but trundles determinedly along with very little variation of tone or pace.",
DUNE,1984,David Lynch,TV Guide Magazine,50,Staff (Not Credited),"DUNE is visually delightful but choppy, confusing, and overloaded with exposition. Moreover, most of the thematic material that made the novel work--subtexts involving incestuous desire, capitalism vs. environmentalism, and Middle East politics--is simply missing.",
DUNE,1984,David Lynch,Miami Herald,50,Bill Cosford,"One has the sense before Dune is well under way that it is the kind of film that may reveal itself over several viewings -- and certainly, there seems to be $47 million worth of things to look at. But fidelity to the source can be a trap, and Lynch fell into it; his movie is big and splashy and nearly nonsensical. [14 Dec 1984, p.E1]",
DUNE,1984,David Lynch,The Associated Press,50,Linda Deutsch,"The only real heroes in this lumbering, over-inflated epic are the army of special effects coordinators and technicians who create a fantastic, otherworldly environment peopled by creatures more weird and threatening than Jabba The Hut. Freddie Francis' photography is constantly impressive. But technical wizardry alone cannot save Dune from a crash landing. [3 Jan 1985]",
DUNE,1984,David Lynch,Washington Post,40,Paul Attanasio,"How maddening Dune is! As you would expect from visionary director David Lynch, it is a movie of often staggering visual power, the most ambitious science fiction film since ""2001""; it's also stupefyingly dull and disorderly. Dune doesn't get going till fully two hours have elapsed, so only the most patient will wait for the images to build to their crescendo. Lax in its storytelling, Dune gives us sublimity unmoored.",
DUNE,1984,David Lynch,Time,40,Richard Corliss,"So inward and remote does the movie seem, it might have arrived in a time capsule from one of the four warring planets. Most sci-fi movies offer escape, a holiday from homework, but Dune is as difficult as a final exam. You have to cram for it.",
DUNE,1984,David Lynch,Chicago Reader,40,Dave Kehr,"The problem is that the imagery—as Sadean as Pasolini's Salo—isn't rooted in any story impulse, and so its power dissipates quickly. The real venue for this film is either a grind house or the Whitney Museum.",
DUNE,1984,David Lynch,The New Yorker,40,Pauline Kael,"The movie is heavy on exposition, and the story isn't dramatized - it's merely acted out (and hurried through), in a series of scenes that are like illustrations. And, despite the care that has gone into the sets and costumes and the staging, the editing rhythms are limp and choppy.",
DUNE,1984,David Lynch,LarsenOnFilm,38,Josh Larsen,"Watching Dune is a bit like trying to dig your way out of a sandstorm. Wave after wave of lore and nomenclature pile up around you until you finally succumb, and are buried. At which point you’re best off giving up on the movie as any sort of coherent, compelling piece of science-fiction and simply embrace it as camp.",
DUNE,1984,David Lynch,The New York Times,30,Janet Maslin,"SEVERAL of the characters in Dune are psychic, which puts them in the unique position of being able to understand what goes on in the movie.",
DUNE,1984,David Lynch,Chicago Sun-Times,25,Roger Ebert,"This movie is a real mess, an incomprehensible, ugly, unstructured, pointless excursion into the murkier realms of one of the most confusing screenplays of all time.",
DUNE,1984,David Lynch,The Globe and Mail (Toronto),25,Jay Scott,"When Dune is not inept, confusing, ridiculous or unpleasant, it's boring. [14 Dec 1984]",
DUNE,1984,David Lynch,Washington Post,20,Rita Kempley,"David Lynch's disastrous film adaptation of Fank Herbert's science-fiction classic turns epic to myopic. [14 Dec 1984, p.31]",
BLUE VELVET REVISITED,2016,Peter Braatz,Los Angeles Times,60,Noel Murray,"The approach isn’t always satisfying. Some clips could use more setup, or even just a basic explanation.","Jul 13, 2017"
RED ROCK WEST,1993,John Dahl,Chicago Tribune,100,Gene Siskel,The excellence of Red Rock West goes beyond the intricate plotting by brothers John and Rick Dahl. The casting couldn't be better.,
RED ROCK WEST,1993,John Dahl,Los Angeles Times,90,Kevin Thomas,"Cage's naturalness as a nice guy in a big jam lends the film considerable substance while Hopper's wily foil, Boyle's tough dame and Walsh's minor-league baddie provide much amusement. With Mark Reshovsky's sleek camera work, authentic locales and William Olvis' mood-setting score, Red Rock West has style to burn.",
RED ROCK WEST,1993,John Dahl,Time Out,90,Staff (Not Credited),"Well-played, highly entertaining and playfully ingenious thriller.",
RED ROCK WEST,1993,John Dahl,Washington Post,90,Richard Harrington,"The acting is solid throughout, from Cage's subdued but fuming Michael and Hopper's familiarly psychotic Lyle, to Walsh's weaselly Wayne and Boyle's fatal femme. It is a treasure waiting to be discovered.",
RED ROCK WEST,1993,John Dahl,Chicago Sun-Times,88,Roger Ebert,"Red Rock West is a diabolical movie that exists sneakily between a western and a thriller, between a film noir and a black comedy.",
RED ROCK WEST,1993,John Dahl,The Seattle Times,88,John Hartl,"Twisty, terrific little thriller. [29 Apr 1994, p.D31]",
RED ROCK WEST,1993,John Dahl,Boston Globe,88,Jay Carr,"Red Rock West is one of the ongoing reasons noir is a genre that just won't say die. It's one of the most deviously entertaining detours since, well, Detour. [20 May 1994, p.53]",
RED ROCK WEST,1993,John Dahl,St. Louis Post-Dispatch,88,Harper Barnes,"A sexy, edgily funny suspense film set in a small Western town, could be a symbol of the plight and the tenacity of independent American film makers. [22 July 1994, p.3F]",
RED ROCK WEST,1993,John Dahl,Chicago Tribune,88,Michael Wilmington,"A racily entertaining, wonderfully sly and goofy comic film noir with more twists than a mountain road-or, to darken the metaphor, than a cartrunk full of rattlesnakes.",
RED ROCK WEST,1993,John Dahl,The A.V. Club,83,Nick Schager,"Notwithstanding its cop-out upbeat ending, Red Rock West solidified the expert neo-noir credentials of John Dahl (The Last Seduction). A taut, nasty bit of crime-genre business, Dahl’s tale (co-written with brother Rick) is in most respects archetypal.",
RED ROCK WEST,1993,John Dahl,Variety,80,Leonard Klady,"A wry thriller with a keen edge, Red Rock West is a sprightly, likable noirish yarn. Centered on a case of mistaken identity, the internecine plot becomes progressively more complex without losing its sense of fun.",
RED ROCK WEST,1993,John Dahl,The New York Times,80,Caryn James,"The director and co-writer, John Dahl, keeps up perfect swift timing throughout the film, playfully loading on every suspense-genre trick he can imagine.",
RED ROCK WEST,1993,John Dahl,Time,80,Richard Schickel,It has the kind of tension and energy -- maybe even a touch of delirium -- that is only a memory in most of today's big studio movies.,
RED ROCK WEST,1993,John Dahl,ReelViews,75,James Berardinelli,"Red Rock West is a roller-coaster ride of a film, designed for those who like their thrillers spiced with the unexpected.",
RED ROCK WEST,1993,John Dahl,TV Guide Magazine,75,Staff (Not Credited),"Red Rock West is the tale of a hapless drifter caught in a web of corruption in a remote western town. It offers suspense, wit, genuine surprises, and a trio of top-notch performances.",
RED ROCK WEST,1993,John Dahl,San Francisco Chronicle,75,Mick LaSalle,"Red Rock West' is filled with delightful twists of plot, and the twists start coming early -- so we'll leave off talking about the story.  [28 Jan 1994, p.C3]",
RED ROCK WEST,1993,John Dahl,Philadelphia Inquirer,75,Steven Rea,"Bringing a wily, slow-burn energy and a southern accent to the role of Lyle, Dennis Hopper adds just the right touch of warped malevolence to Dahl's film. [29 Apr 1994, p.5]",
RED ROCK WEST,1993,John Dahl,Washington Post,75,Joe Brown,"Director John Dahl and his brother Rick Dahl co-wrote the intelligent and off-handedly witty script; they're like the Coen brothers, but with a sense of fun and a coherent, entertaining story to tell.",
RED ROCK WEST,1993,John Dahl,Orlando Sentinel,75,Jay Boyar,"Red Rock West is not, in any sense, groundbreaking. When you come right down to it, all Red Rock West really has going for it is its enormous entertainment value. But, hey, that's plenty. [14 Oct 1994, p.31]",
RED ROCK WEST,1993,John Dahl,Tampa Bay Times,75,Steve Persall,"Good performances and flashes of goose-bump-raising wit, but one is left wondering what all the fuss was about. [16 Sep 1994, p.12]",
RED ROCK WEST,1993,John Dahl,The Globe and Mail (Toronto),75,Christopher Harris,"Given the stereotypical elements that director John Dahl and his co-writing brother Rick have used to construct Red Rock West, it's surprising that the result is a neat and prickly little thriller, dressed up in cowboy noir clothing. [07 Jan 1994]",
RED ROCK WEST,1993,John Dahl,Miami Herald,75,Rene Rodriguez,"The most dangerous evil of all -- the kind fueled by plain human greed -- lurks behind every twist of Red Rock West, proving once again it's often the simplest stories, when told with intelligence and creativity, that work best. [16 Sep 1994, p.G4]",
RED ROCK WEST,1993,John Dahl,Austin Chronicle,67,Marc Savlov,"The real star of Red Rock West is the convoluted plot, as twisty as any backroad out south of Bakersfield and with a hell of a lot fewer p(l)otholes.",
RED ROCK WEST,1993,John Dahl,Empire,60,Jeff Dawson,Not stellar Lynch but still an enjoyable film noir.,
RED ROCK WEST,1993,John Dahl,Chicago Reader,50,Jonathan Rosenbaum,A rather ho-hum if watchable neo-noir.,
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,The Guardian,100,Martyn Conterio,"Fire Walk With Me is not just an artistic triumph in its own right, it’s the key to the entire Twin Peaks universe...Lynch’s unsung masterwork.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Time Out,100,Staff (Not Credited),"This was a beautiful new kind of madness, terrifying, exhausting and exhilarating in equal measure.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Slant Magazine,100,Ed Gonzalez,"A torrid journey through the subconscious of a little girl lost, Fire Walk with Me is also a cautionary tale of sorts, the sad chronicle of a sleepy town trying to rid itself of its dirty laundry.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,The Telegraph,100,Robbie Collin,"For Lynch himself, “the big news was that I’d finally completely killed Twin Peaks with this picture”. But in fact, this exceptional, widely misunderstood film restores it to writhing, screaming life...Far from cheating viewers, this fresh perspective offered them a new way to decode the entire Twin Peaks mythos, with Sheryl Lee’s extraordinary, soul-tearing performance shaking the franchise out of its cherry-pie-munching reverie...Time has passed, and its brilliance is gradually coming into focus, just as Lynch hoped it would.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Village Voice,100,Calum Marsh,"The film is alarmingly dark. It isn’t especially funny, or quirky, or even much in keeping with the spirit of the series. But in its own singular, deeply strange way, Fire Walk With Me is David Lynch’s masterpiece.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Empire,80,Jeff Dawson,The quintessential Lynch. Prepare to be confused/intrigued/frustrated/disturbed/hooked.,
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Orlando Sentinel,80,Jay Boyar,"This may be the most truly disturbing movie to come along since
Lynch's Blue Velvet of 1986...But for those who are willing to go the distance with Lynch, the return trip to Twin Peaks is well worth the trouble. [31 Aug 1992]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,IndieWire,75,Michael Nordine,"Fire Walk with Me isn’t what many wanted it to be, it’s easy to accept the film for what it is: a bracing look at incest and rape.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Rolling Stone,63,Peter Travers,"Though the movie ups the TV ante on nudity, language and violence, Lynch's control falters. But if inspiration is lacking, talent is not.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,The Seattle Times,63,Jeff Shannon,"It is, by any rational measure, an absolute mess....But we should all know by now that Lynch cannot be judged by ""rational measures,"" and if you're a ""Peaks"" aficionado who can easily shift into Lynch's gear, Fire Walk With Me will cast an undeniable spell.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Empire,60,Colin Kennedy,"As a movie it was never wholly successful, mainly because it was saddled with all the excesses of the second season of the TV show; but for converts, this is still unmissable.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Entertainment Weekly,50,Owen Gleiberman,"At once hypnotic and baffling, filled with surreal motifs and symbols, Fire Walk With Me could be the most rarefied teen horror film ever made: It's like ""A Nightmare on Elm Street"" directed by Michelangelo Antonioni.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Chicago Tribune,50,Dave Kehr,"The details of this Twin Peaks are slight and repetitious, and their meanings are numbingly obvious. Behind small town America's facade of sweetness and light, there exist darkness and evil-news that is a day late and about $7.50 short. [28 Aug 1992]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Miami Herald,50,Bill Cosford,"What the movie is all about is Twin Peaks with the sex, violence and ""colorful"" language left in...Twin Peaks: Fire Walk With Me is not David Lynch at his most challenged and hence most inventive. The rigid restraints of television, with its prudish codes and goofy winks at prurient-life-as-we-know-it, may now be seen as Lynch's real muse. The movie, lurid as it is, reads like a perverse set of CliffNotes to the series, the details recapitulated explicitly but without a dram of passion. [2 Sept 1992, p.E1]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Christian Science Monitor,42,David Sterritt,"Judged by the standards of ordinary filmmaking, it's as strange, suggestive, and surreal as other Lynch pictures have been. Judged by the standards of Lynch's own career, however, it's amazingly stale and second-hand&#133; [and] contains not a single moment of genuinely felt emotion. [1 Sept 1992]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Variety,40,Todd McCarthy,"Engagingly intriguing throughout most of its slightly overlong running time, and perhaps the strangely mesmerizing mood Lynch has orchestrated for the entire ""Twin Peaks"" undertaking should not be underestimated at this juncture. But the feeling persists that, to a considerable degree, Lynch is marking time with this project, creating new riffs and variations on themes he had already largely worked out.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Los Angeles Times,40,Michael Wilmington,"It's the most outwardly sleazy of all Lynch's movies, the rawest and raunchiest, the least circumspect. Full of striptease and scandal, violence, orgy and feverish nightmare, the movie is a kind of mass opening of the sewers that always lay beneath Twin Peaks' placid streets... But it does cap off a pop-cultural landmark, with all the bad taste and high style required. [31 Aug 1992]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,The Hollywood Reporter,40,Robert Osborne,"David Lynch probably should have let Laura Palmer stay dead. Twin Peaks -- Fire Walk With Me, a feature film prequel to the much-discussed, much-admired TV series by Lynch, is a wearing experience that apparently intrigued the director as little as it inspired him.[28 Aug 1992]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,USA Today,38,Susan Wloszczyna,"Except for a brief episode in which singer Chris Isaak and Kiefer Sutherland make like an FBI Rocky and Bullwinkle, this is a morbidly joyless affair. You'll feel as drained as one of Cooper's mugs of joe watching homecoming queen Laura drown in a whirlpool of sex and drugs. [31 Aug 1992]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Chicago Reader,30,Jonathan Rosenbaum,"It has its moments, but not many, and generally speaking it runs neck and neck with Dune as the least successful and least interesting Lynch feature.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Washington Post,30,Rita Kempley,"There's the scene in which Jacques, the French Canadian proprietor of the Power and Glory, tells Laura, ""I am the Great Went,"" to which she responds, ""I am the muffin."" Jacques returns, ""I'm as blank as a fart."" Maybe all Jacques is saying is ""I am full of gas."" Certainly Twin Peaks: Fire Walk With Me seems to be.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,San Francisco Chronicle,25,Michael Snyder,"It's all rather haphazard, and fans will wait in vain for Sheriff Harry S Truman, rich girl sexbomb Audrey Horne and the rest, or for more Cooper. Brief bits that avid viewers can understand will render the film incomprehensible to the new viewer. [29 Aug 1992]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Boston Globe,25,Jay Carr,"Mostly, though, Lynch fills the screen with a lot of cynically off-putting and sadistic violence. In place of incident, character and a bemused view of small-town life, corrupt beneath its cherry-pie surface, we are essentially asked to witness torture - mostly of Laura Palmer, as her troubles lead her to self-destruct with drugs and promiscuity, including a couple of side trips to the Canadian bordello known as One-Eyed Jacks. For all the violence in Lynch's ""Blue Velvet,"" that film maintained a comic dimension. The violence in ""Wild at Heart,"" for all its extravagance of gesture, was hollow - stylized, not real...Here, there's no comedy, nothing surreal, just wave after wave of titillation. Except that it doesn't titillate. It depresses. There's no psychic charge on any of it. It proceeds from no artistic conviction, just from a cynical desire to squeeze a few more bucks from the already overworked corpse of Laura Palmer. It shows how quickly a creative impulse can be exhausted - from quirky originality toying with humanity's darker impulses to dispirited quasi-porn. [29 Aug 1992, p.23]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Tampa Bay Times,25,Janis D. Flroelich,"The film, which follows homecoming queen Laura Palmer's last seven days  before her murder, is dark, pointless and tortuously boring to watch. [1 Sept 1992, p.1D]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Austin Chronicle,20,Marjorie Baumgarten,"Everything is a puzzle and it's as though Lynch lost track of his reasons for making this prequel and got hung up on filming the sordid details that TV won't allow: shots of peeled-back corpse fingernails; close-ups of oscillating uvulas; visions of strange-looking, backward-talking, gyrating weirdos; and uncensored whiffs of sex, cocaine, and families undone.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,Time,20,Staff (Not Credited),"After an agonizing first half-hour designed to empty the theater, Lynch unleashes his patented perfervid style, puts the familiar dwarfs and feebs on display and elicits a nicely horrifying turn from Lee. [7 Sept 1992]",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,TV Guide Magazine,20,Staff (Not Credited),"While Lynch ladles on the random weirdness around the edges, it is Lee who keeps the film centered, with a harrowing but poignantly sympathetic portrait of a woman's descent into horror and madness.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,The New York Times,10,Vincent Canby,"It's not the worst movie ever made; it just seems to be. Its 134 minutes induce a state of simulated brain death, an effect as easily attained in half the time by staring at the blinking lights on a Christmas tree.",
TWIN PEAKS: FIRE WALK WITH ME,1992,David Lynch,The Globe and Mail (Toronto),0,Jay Scott,"A two- hour-plus surrealistic bummer - it makes the audience feel as if it is coming down from a virulent drug. (The pacing, the images, the music and the endemic menace recall clinical descriptions of cocaine-induced paranoia.)...A disgusting, misanthropic movie.",
DAVID LYNCH: THE ART LIFE,2016,"Jon Nguyen, Rick Barnes",CineVue,100,Tom Duggins,This is a compelling and rich documentary that captivates and inspires in a similar fashion to some of his best work behind the camera.,"Jul 13, 2017"
DAVID LYNCH: THE ART LIFE,2016,"Jon Nguyen, Rick Barnes",RogerEbert.com,88,Christina Newland,"This cockeyed, oblique attempt to get closer to the worldview of David Lynch — one of American cinema’s finest oddities — is a compelling slice of cinephile inquiry.","Mar 31, 2017"
DAVID LYNCH: THE ART LIFE,2016,"Jon Nguyen, Rick Barnes",The Film Stage,83,Ed Frankl,"There’s much to interest the Lynch fan here, but it also might be an unparalleled assessment of the artistic learning of a great American filmmaker.","Mar 27, 2017"
DAVID LYNCH: THE ART LIFE,2016,"Jon Nguyen, Rick Barnes",The A.V. Club,83,Sean O'Neal,"Where The Art Life proves most informative to longtime Lynch fans is in its closely observed depiction of his creative process, glimpsed here as he putters around his home studio in the Hollywood Hills, his adorable toddler daughter in tow, creating paintings, sculptures, music, or whatever else strikes his fancy.","Mar 29, 2017"
DAVID LYNCH: THE ART LIFE,2016,"Jon Nguyen, Rick Barnes",The Hollywood Reporter,80,Deborah Young,"David Lynch, The Art Life will entrance the director’s fans and, who knows, inspire budding, out-of-the-box creators in an artistic coming-of-age tale, told in his own words and deliberate tones.","Mar 27, 2017"
DAVID LYNCH: THE ART LIFE,2016,"Jon Nguyen, Rick Barnes",Time Out London,80,Tom Huddleston,This intimate documentary about the leftfield American filmmaker David Lynch is insightful and absorbing.,"Mar 27, 2017"
DAVID LYNCH: THE ART LIFE,2016,"Jon Nguyen, Rick Barnes",The Telegraph,80,Tim Robey,"The Art Life shows us a lot about Lynch’s process, just in a different medium from the one that made him famous. His paintings are terrifying. One day, he just had the sudden urge to watch them move.","Jul 13, 2017"
DAVID LYNCH: THE ART LIFE,2016,"Jon Nguyen, Rick Barnes",Empire,80,Andrew Lowry,"Crucial for serious fans of Lynch, even if it may baffle newcomers. Since pretty much the only thing more interesting to lovers of his work is the enigmatic man behind it, there’s a lot for them to get their teeth into here.","Jul 17, 2017"
DAVID LYNCH: THE ART LIFE,2016,"Jon Nguyen, Rick Barnes",Slant Magazine,75,Chuck Bowen,"Throughout the documentary, the undisguised regret and longing of David Lynch's reminiscences are often startling.","Mar 26, 2017"
DAVID LYNCH: THE ART LIFE,2016,"Jon Nguyen, Rick Barnes",The Playlist,75,Chris Evangelista,"The Art Life is more concerned with the art rather than the life of Lynch, and this is the only true weakness of the doc. While informative to a certain degree, there’s always a sense that something is missing here. That there’s more to Lynch than the film cares to explore.","Mar 27, 2017"
