Title Searched,Year Searched,Director Searched,Publication,Score,Critic,Snippet,Date Written
PSYCHO,1960,Alfred Hitchcock,Chicago Reader,100,Dave Kehr,"Alfred Hitchcock's 1960 masterpiece blends a brutal manipulation of audience identification and an incredibly dense, allusive visual style to create the most morally unsettling film ever made. The case for Hitchcock as a modern Conrad rests on this ruthless investigation of the heart of darkness, but the film is uniquely Hitchcockian in its positioning of the godlike mother figure. It's a deeply serious and deeply disturbing work, but Hitchcock, with his characteristic perversity, insisted on telling interviewers that it was a ""fun"" picture.",
PSYCHO,1960,Alfred Hitchcock,The Hollywood Reporter,100,Jack Harrison,"This is a first-rate mystery thriller, full of visual shocks and surprises which are heightened by the melodramatic realism of the production.",
PSYCHO,1960,Alfred Hitchcock,Collider,100,Emily Bernard,"Every minute detail and artistic decision Hitchcock makes contributes to the film’s eeriness, though it’s Leigh and Perkins’ captivating performances that turn this into the terrifying tale so entrenched in Hollywood history.",
PSYCHO,1960,Alfred Hitchcock,Variety,90,Staff (Not Credited),"Perkins gives a remarkably effective in-a-dream kind of performance as the possessed young man. Others play it straight, with equal competence.",
PSYCHO,1960,Alfred Hitchcock,ReelViews,88,James Berardinelli,"Psycho is a brilliant excursion into fear that pushes many of our primal buttons, but it lacks the story and character complexity of Vertigo and Rear Window.",
PSYCHO,1960,Alfred Hitchcock,The New York Times,70,Bosley Crowther,"The consequence in his denouement falls quite flat for us. But the acting is fair. Mr. Perkins and Miss Leigh perform with verve, and Vera Miles, John Gavin, and Martin Balsam do well enough in other roles.",
PSYCHO,1960,Alfred Hitchcock,Time,50,,"What is offered instead is merely gruesome. The trail leads to a sagging, swamp-view motel and to one of the messiest, most nau seating murders ever filmed. At close range, the camera watches every twitch, gurgle, convulsion and hemorrhage in the process by which a living human becomes a corpse...The nightmare that follows is expertly gothic, but the nausea never disappears.",
LIFE AFTER,2025,Reid Davenport,IndieWire,91,Esther Zuckerman,"This movie is not about suicide, which would mean it would be about death. Rather, it’s about life, life that is far more complex than the soundbite clips from the past can give.","Jul 16, 2025"
LIFE AFTER,2025,Reid Davenport,Slant Magazine,75,Lauren Wissot,The film may be most powerful for how Reid Davenport subtly connects the experience of the disabled community with that of marginalized diaspora groups at large.,"Jul 14, 2025"
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,TV Guide Magazine,100,Staff (Not Credited),"Dietrich steals it. WITNESS FOR THE PROSECUTION is a witty, terse adaptation of the Agatha Christie hit play brought to the screen with ingenuity and vitality by Billy Wilder.",
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,The New York Times,90,Bosley Crowther,"For a courtroom melodrama pegged to a single plot device--a device that, of course, everybody promises not to reveal--the Arthur Hornblow Jr. film production of the Agatha Christie play ""Witness for the Prosecution"" comes off extraordinarily well. This results mainly from Billy Wilder's splendid staging of some splintering courtroom scenes and a first-rate theatrical performance by Charles Laughton in the defense-attorney role.",
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,Chicago Tribune,88,Ed Hulse,"The courtroom scenes are terrific, with brittle dialogue expertly delivered. And
Wilder milks Christie's surprise denouement for all it's worth. [21 Nov 1986, p.92]",
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,IndieWire,83,Staff (Not Credited),"Billy Wilder’s trademark sardonicism lends welcome bite and wit to this twisting, turning murder mystery from Agatha Christie.",
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,CineVue,80,Martyn Conterio,"While not amongst the greater, more celebrated titles in Billy Wilder’s acclaimed filmography, his big screen adaptation of Agatha Christie’s Witness for the Prosecution boasts a fine, scenery-chewing performance by Charles Laughton, here playing a cantankerous barrister defending a murder suspect.",
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,Empire,80,David Parkinson,Marlene Dietrich tries not to give anything away as usual while Agatha Christie's whodunit plot whirs tidily about her expressionless beauty.,
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,The Independent,80,Darren Richman,The combination of Christie and Wilder ensures the story is impeccably told and the dialogue is unsurpassable from start to finish.,
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,The Telegraph,80,Staff (Not Credited),"This illustrious courtroom drama, adapted from an Agatha Christie play, is directed by Billy Wilder, who wisely stands back and allows Charles Laughton to give one of his gloriously hammy performances as a barrister hired to defend Tyrone Power on a murder charge. Marlene Dietrich is also excellent as the accused's wife.",
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,Chicago Reader,75,Dave Kehr,"The artificial plotting is all Christie’s, but the film eventually becomes Wilder’s—thanks to a trick ending that dovetails nicely with a characteristic revelation of compassion behind cruelty. His theatrical mise-en-scene—his proscenium framing—serves the material well, as does Charles Laughton’s bombastic portrayal of the defense attorney.",
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,Variety,70,Staff (Not Credited),"A courtroom meller played engagingly and building evenly to a surprising and arousing, albeit tricked-up, climax, Witness for the Prosecution has been transferred to the screen (from the Agatha Christie click play) with competence.",
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,Time Out,60,Staff (Not Credited),"Tyrone Power is surprisingly good as the man accused of murdering his mistress, but the swift twists and turns of Ms Christie's plot soon drain Dietrich and Laughton's roles of any dramatic credibility.",
WITNESS FOR THE PROSECUTION,1957,Billy Wilder,The New Yorker,50,Pauline Kael,"Billy Wilder's inane yet moderately entertaining version of an Agatha Christie courtroom thriller, with Charles Laughton wiggling his wattles.",
WINGS OF DESIRE,1987,Wim Wenders,Chicago Sun-Times,100,Roger Ebert,"Astonishing things happen and symbolism can only work by being apparent. For me, the film is like music or a landscape: It clears a space in my mind, and in that space I can consider questions.  (Review of Original Release)",
WINGS OF DESIRE,1987,Wim Wenders,Variety,100,Staff (Not credited),"Wim Wenders returns to Germany with a sublimely beautiful, deeply romantic film for our times.  (Review of Original Release)",
WINGS OF DESIRE,1987,Wim Wenders,Washington Post,100,Desson Thomson,"Wings is a soaring vision that appeals to the senses and the spirit. 
 (Review of Original Release)",
WINGS OF DESIRE,1987,Wim Wenders,Chicago Reader,90,Jonathan Rosenbaum,"The conceit gets a little out of hand after one of the angels falls in love with the trapeze artist and decides to become human; but prior to this, Wings of Desire is one of Wenders's most stunning achievements.",
WINGS OF DESIRE,1987,Wim Wenders,Time,90,Richard Corliss,"Wings of Desire works hard to be both an essay and a love story, a mural and an intimate portrait. To savor this film, the viewer must work hard too. But when the artists behind the screen and the angels in the audience meet, it's like a smoke and coffee: fantastic!  (1998 May 9, p. 79)",
WINGS OF DESIRE,1987,Wim Wenders,The A.V. Club,80,Noel Murray,"Though Wings Of Desire has a classic look, its mood and style is New Wave in every sense of the term. The synthesis of deep thought, leisurely pacing, and stunning visuals is in the spirit of work by the young European filmmakers of the '60s and '70s. (Reviewed in 2003 for DVD Release)",
WINGS OF DESIRE,1987,Wim Wenders,Washington Post,80,Rita Kempley,"An ingratiating West German ""Heaven Can Wait.""  (Review of Original Release)",
WINGS OF DESIRE,1987,Wim Wenders,The New Republic,50,Stanley Kauffmann,"Its very existence as a film sets up expectations that wouldn't exist within a book -- another reason I'd bet that there would be more pleasure in reading the screenplay. I can't remember ever thinking that previously about a film. (1998 May 23, p. 26)",
WINGS OF DESIRE,1987,Wim Wenders,The New York Times,50,Janet Maslin,"Startlingly original at first, Wings of Desire is in the end damagingly overloaded. The excesses of language, the ceaseless camera movement, the unyielding whimsy have the ultimate effect of wearing the audience down. (Review of Original Release)",
BODY HEAT,1981,Lawrence Kasdan,Chicago Sun-Times,100,Roger Ebert,Body Heat is good enough to make film noir play like we hadn't seen it before.,
BODY HEAT,1981,Lawrence Kasdan,TV Guide Magazine,88,Staff (Not Credited),"An excellent crime drama in the style of Raymond Chandler, James M. Cain, and Dashiell Hammett.",
BODY HEAT,1981,Lawrence Kasdan,The A.V. Club,83,Nathan Rabin,Kasdan's moody tribute to cinema's dark past set a gold standard for neo-noirs that has seldom been equaled.,
BODY HEAT,1981,Lawrence Kasdan,Film Threat,80,Stuart Swineford,"Aside from the over abundance of rather large glasses and sweaty actors, Body Heat succeeds fabulously, not only as an excellent example of a classic film noir but as a solidly executed production in its own right.",
BODY HEAT,1981,Lawrence Kasdan,The New York Times,80,Janet Maslin,"While Body Heat involves murder, fraud, a weak hero led astray and a seductive, double-dealing broad, it also incorporates something new: a sexual explicitness that the old films could only hint at.",
BODY HEAT,1981,Lawrence Kasdan,Empire,80,Ian Nathan,"Still regarded as one of the steamiest movie's of all time, Body Heat is a fantastic exponenet of how noir has developed.",
BODY HEAT,1981,Lawrence Kasdan,Chicago Reader,80,Dave Kehr,"Lawrence Kasdan's 1981 noir fable is highly derivative in its overall conception, but it finds some freshness in its details. All in all, this evokes the spirit of James M. Cain more effectively than the 1981 remake of The Postman Always Rings Twice did.",
BODY HEAT,1981,Lawrence Kasdan,Time,80,Richard Corliss,"Body Heat is full of meaty characters and pungent performances...a film to be seen at a drive-in, on a heavy summer night, with someone you trust.",
BODY HEAT,1981,Lawrence Kasdan,Chicago Tribune,75,Gene Siskel,"Sometimes raunchy, but always well-acted. [25 Dec 1981]",
BODY HEAT,1981,Lawrence Kasdan,Boston Globe,50,Bruce McCabe,Lawrence Kasdan's Body Heat--an homage to film noir--gets off to a nice start before it becomes entangled in its convoluted and somewhat uninteresting plot machinations.,
BODY HEAT,1981,Lawrence Kasdan,The Globe and Mail (Toronto),50,Jay Scott,"Hurt is so good at capturing the charming and chilling Ned that he almost makes up for the film's two primary weaknesses: Kasdan's inexperience and a message of significant unpleasantness. [28 Aug 1981, p.P17]",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Chicago Sun-Times,100,Roger Ebert,"You could make a good case that no performance had more influence on modern film acting styles than Brando's work as Stanley Kowalski, Tennessee Williams' rough, smelly, sexually charged hero.",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Empire,100,Kim Newman,Epic performances in a movie that seethes with atmosphere.,
A STREETCAR NAMED DESIRE,1951,Elia Kazan,The New Yorker,100,Pauline Kael,"Elia Kazan’s direction is often stagy, and the sets and the arrangement of actors are frequently too transparently “worked out,” but who cares when you’re looking at two of the greatest performances ever put on film and listening to some of the finest dialogue ever written by an American?",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,The A.V. Club,100,Noel Murray,"The movie Streetcar still seethes with lust, and retains so much of Williams’ florid dialogue and insinuation that it often feels like Kazan and his cast are getting away with something.",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Austin Chronicle,100,Marjorie Baumgarten,"Streetcar is always a wonderful screen drama and now, also, a study in film archeology. [Director's Cut]",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Los Angeles Times,100,Kenneth Turan,"Of the great American films -- and make no mistake, it belongs in that group -- A Streetcar Named Desire remains one of the most misunderstood, underappreciated and surprisingly forgotten. [26 Sept 1993, p7]",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Chicago Tribune,100,Michael Wilmington,"It's full of cinematic invention, rich verbal and visual poetry, packed with raw life and nonpareil acting. [Dirctor's Cut]",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,The Seattle Times,100,John Hartl,"Perhaps more than ever, Marlon Brando's brutish Stanley seems the most attractive and honest character; he's also bewitchingly funny. He cuts through Blanche's lies and illusions, he satisfies Stella's sexual urges, and the fact that he does so with deliberate cruelty seems not to register. [Director's Cut; 4 Feb 1994, p.D21]",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,San Francisco Chronicle,100,Mick LaSalle,"Brando's performance is so idiosyncratic -- the nasal delivery, the muffled diction and, of course, the screaming, ''Stel- lahh!'' -- that it's easy to forget its technical brilliance. But from Brando's first scene he exudes menace, even while talking calmly. His eyes always on the lookout for some slight, Stanley is ready to lash out every second he is on screen. He's impossible not to watch -- he's too odd, too dangerous. [Director's Cut; 11 Feb 1994, p.C3]",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,The New York Times,100,Bosley Crowther,Elia Kazan and a simply superlative cast have fashioned a motion picture that throbs with passion and poignancy.,
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Boston Globe,100,Jay Carr,"What makes A Streetcar Named Desire rewarding to watch today, especially on a big screen, is the same thing that made it so cherishable in the first place - Williams' heartbreaking lyricism, the titanic performances by Vivien Leigh's Blanche and Marlon Brando's Stanley, and Williams' most perfect realization of his ongoing central theme - the extermination of sensitivity and refinement by the brutes and carnivores of the world. [Director's Cut; 18 Feb 1994, p.37]",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Philadelphia Inquirer,100,Carrie Rickey,"The marvel of Brando's and Leigh's performances is that he is steely solidity and she airy evanescence, something frequently misinterpreted as his modern, realistic acting style and her quaint kind of theatrics. [Director's Cut; 18 March 1994, p.10]",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Variety,90,Staff (Not Credited),Tennessee Williams' exciting Broadway stage play - winner of the Pulitzer Prize and New York Drama Critics award during the 1947-48 season - has been screenplayed into an even more absorbing drama of frustration and stark tragedy.,
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Washington Post,90,Lloyd Rose,"Brando's performance as Stanley is one of those rare screen legends that are all they're cracked up to be: poetic, fearsome, so deeply felt you can barely take it in. In the hands of other actors, Stanley is like some nightmare feminist critique of maleness: brutish and infantile. Brando is brutish, infantile and full of a pain he can hardly comprehend or express. The monster suffers like a man. [Restored version]",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Chicago Reader,90,Dave Kehr,"They are also great performances, and Hawks could have taken heart from Kim Hunter's work, which provides superb, understated balance to the famous fireworks of Marlon Brando and Vivien Leigh. Kazan's direction is often questionably, distractingly baroque, swelling up the considerable subtlety of the Tennessee Williams play, but if the hothouse style was ever justified, this is the occasion.",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,LarsenOnFilm,88,Josh Larsen,"A Streetcar Named Desire works itself up into a hurricane of emotional chaos, yet ironically, as these final scenes give in to hysteria, Brando starts dialing down. Depending on your reading, that makes Stanley either remorseful or sinister. Either way, he’s riveting. If Brando is calm at the end of Streetcar, that’s because he’s the center of the storm.",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,TV Guide Magazine,80,Staff (Not Credited),"A STREETCAR NAMED DESIRE features some of the finest ensemble acting ever offered on the screen, speaking some Williams's most vivid dialogue. Kazan's direction, however, sometimes verges on the pedestrian, as though he's struggling to recreate his Broadway staging in a much more visually demanding medium.",
A STREETCAR NAMED DESIRE,1951,Elia Kazan,The Guardian,80,Peter Bradshaw,Brando tends to upstage and upend the whole picture in his way.,
A STREETCAR NAMED DESIRE,1951,Elia Kazan,CineVue,80,Alasdair Bayman,It is a tale of phenomenal creatives from Williams to Kazan and Brando and Leigh.,
A STREETCAR NAMED DESIRE,1951,Elia Kazan,Time Out,60,David Jenkins,"Kazan’s direction simmers when it needs to boil, placing all its chips on the battered decor and ethereal lighting, leaving you to wonder what fun Hitchcock or Preminger would have with the sexually pulsating, pressure-cooker backdrop gifted to them in the source material.",
DO THE RIGHT THING,1989,Spike Lee,Los Angeles Times,100,Sheila Benson,"Stirred up impassioned debate everywhere; it would seem the greatest compliment that could be paid a stunning entertainment. [30 June 1989, Calendar, p.6-1]",
DO THE RIGHT THING,1989,Spike Lee,Chicago Tribune,100,Gene Siskel,"This is a sumptuous work, from its unconventional title sequence of a woman dancing hard in the streets to its provocative ending with conflicting quotes from Malcolm X and Martin Luther King Jr .[30 June 1989, Friday, p.A]",
DO THE RIGHT THING,1989,Spike Lee,Chicago Sun-Times,100,Roger Ebert,It comes closer to reflecting the current state of race relations in America than any other movie of our time.,
DO THE RIGHT THING,1989,Spike Lee,San Francisco Chronicle,100,Judy Stone,"Has more originality, nitty-gritty humor, spirit and spunk than all the summer blockbuster retreads combined. Underneath the jousting and jiving, there's a sharp, uncompromising look at the anatomy of a race riot in the movie. [30 June 1989, Daily Notebook, p.E3]",
DO THE RIGHT THING,1989,Spike Lee,The New York Times,100,Vincent Canby,A remarkable piece of work. [30 June 1989],
DO THE RIGHT THING,1989,Spike Lee,Washington Post,100,Desson Thomson,There's no doubt about the film's sheer power and taut originality.,
DO THE RIGHT THING,1989,Spike Lee,Mr. Showbiz,100,Carmel Dagan,Witty portrait of a troubled community.,
DO THE RIGHT THING,1989,Spike Lee,USA Today,100,Mike Clark,"This is a fascinating movie experience. [30 June 1989, Life, p.1D]",
DO THE RIGHT THING,1989,Spike Lee,The Guardian,100,Peter Bradshaw,"Sal is not ready for a new political world, whose dawn Lee sketches out here, in which it is not enough simply to refrain from making overtly racist gestures: omission or erasure is equally insulting.",
DO THE RIGHT THING,1989,Spike Lee,Christian Science Monitor,100,David Sterritt,"With its ingenious camera style, keenly dramatic music score, and brash yet indomitable humor, Do the Right Thing is the richest and most thought-provoking portrait of underclass experience that Hollywood has ever given us.",
DO THE RIGHT THING,1989,Spike Lee,ReelViews,100,James Berardinelli,"One of Lee's great successes with this film is that he is able to present every character, regardless of race, gender, or age, with three-dimensionality and a degree of sympathy. No one is demonized or lionized. No one individual is blamed or exonerated for the events which transpire. Each individual with significant screen time is shown to have good and bad qualities, and we come to understand what motivates them, even if we do not agree with them.",
DO THE RIGHT THING,1989,Spike Lee,Rolling Stone,100,Peter Travers,"Lee offers no reassurance, no uplift, no call for all races to join hands and spout liberal platitudes. What he does offer is a devastating portrait of black America pushed to the limit, with the outcome still to be written. There’s only one way to do the wrong thing about Do the Right Thing: that would be to ignore it.",
DO THE RIGHT THING,1989,Spike Lee,Slant Magazine,100,Eric Henderson,"Lee deftly follows the actions of two dozen people on what turns out to be one of the longest, hottest, most memorable and maybe most tragic days of their lives. And he does it without so much as a single lugubrious or extraneous moment.",
DO THE RIGHT THING,1989,Spike Lee,Time Out,100,Helen O'Hara,"Lee creates a remarkably even-handed and nuanced portrait of the way that violence can flare, and how bigotry can build to something much worse",
DO THE RIGHT THING,1989,Spike Lee,Time Out,100,Geoff Andrew,"Effortlessly moving from comedy to serious social comment, eliciting excellent performances from a large and perfectly selected cast, and making superb use of music both to create mood and comment on the action, Lee contrives to see both sides of each conflict without falling prey to simplistic sentimentality.",
DO THE RIGHT THING,1989,Spike Lee,TV Guide Magazine,90,Staff (not credited),It is a subtle and humane entertainment with a refreshingly serious view of the world.,
DO THE RIGHT THING,1989,Spike Lee,Washington Post,90,Hal Hinson,"A movie made by filmmaker working in sync with his times -- an exciting, disturbing, provocative film.",
DO THE RIGHT THING,1989,Spike Lee,The Hollywood Reporter,90,Robert Osborn,"Any way you  judge it, Thing reaffirms Lee's position as a filmmaker with audacity, courage and ideas.",
DO THE RIGHT THING,1989,Spike Lee,The Globe and Mail (Toronto),88,Rick Groen,Lee has forged a work of art in the classic sense -- art that delights and instructs.,
DO THE RIGHT THING,1989,Spike Lee,New York Daily News,88,Kathleen Carroll,"In the final analysis, the best thing one can say for Lee is that he takes risks, like all true artists. For unlike most of today's film makers, he's not afraid to really challenge a movie audience to do some serious thinking.",
DO THE RIGHT THING,1989,Spike Lee,Variety,80,Staff (Not credited),Combines a forceful statement on race relations with solid entertainment values.,
DO THE RIGHT THING,1989,Spike Lee,Chicago Reader,80,Jonathan Rosenbaum,This is a powerful and persuasive look at an ethnic community and what makes it tick.,
DO THE RIGHT THING,1989,Spike Lee,Empire,80,Lloyd Bradley,"As before, Lee's acute observation distils humour from accuracy rather than caricature but his growth as a filmmaker is impressive.",
DO THE RIGHT THING,1989,Spike Lee,The New Republic,70,Stanley Kauffmann,"There's a great deal in black America that has yet to reach the screen, and Lee is a prime candidate, in gift and gall, to help fill the gap. [July 3, 1989]",
DO THE RIGHT THING,1989,Spike Lee,The New Yorker,70,Terrence Rafferty,"Lee is nimble-witted, and he’s always on the offensive; he stays in your face until you’re too exhausted to resist. You have to watch your reactions closely or he’ll speed right past you, get you to nod assent to an argument you haven’t fully realized he was making. Most American movies just want to knock you senseless immediately and get it over with; Do the Right Thing tries to wear you down, and its strategies are fascinating.",
DO THE RIGHT THING,1989,Spike Lee,Time,60,Richard Corliss,"To accept the film, though, one must first understand its point of view, and that is maddeningly difficult. All we know for certain is that Do the Right Thing is not naturalistic. [July 3, 1989]",
CRIMSON GOLD,2003,Jafar Panahi,Village Voice,100,J. Hoberman,Iranian director Jafar Panahi's Crimson Gold is an anti-blockbuster--a deceptively modest undertaking that brilliantly combines unpretentious humanism and impeccable formal values.,
CRIMSON GOLD,2003,Jafar Panahi,Christian Science Monitor,100,David Sterritt,"It's a troubling, courageous, compulsively watchable work of art.",
CRIMSON GOLD,2003,Jafar Panahi,Boston Globe,100,Wesley Morris,This is the first beautiful performance in the year's first great movie.,
CRIMSON GOLD,2003,Jafar Panahi,San Francisco Chronicle,100,Jonathan Curiel,An engrossing tale of class differences that reveals tiny details of one man&#146;s descent into hell.,
CRIMSON GOLD,2003,Jafar Panahi,The Hollywood Reporter,90,Richard James Havis,A flawlessly executed character study.,
CRIMSON GOLD,2003,Jafar Panahi,The A.V. Club,90,Scott Tobias,"Provides one of the rare glimpses of the upper class to come out of recent Iranian cinema--the last one in memory was 1996's exquisite, Ibsen-esque melodrama ""Leila""--and director Jafar Panahi (The Circle) captures it vividly through his hero's wounded obsession.",
CRIMSON GOLD,2003,Jafar Panahi,Chicago Reader,90,Jonathan Rosenbaum,"Kiarostami's brilliantly suggestive script, which is quite unlike anything else he's written and is marred only slightly by one of his obligatory sages turning up gratuitously near the beginning.",
CRIMSON GOLD,2003,Jafar Panahi,Washington Post,90,Michael O'Sullivan,"An extraordinary film in many ways, the least of which is its unorthodox casting.",
CRIMSON GOLD,2003,Jafar Panahi,Dallas Observer,90,Gregory Weinkauf,"Not a great film, but a good one.",
CRIMSON GOLD,2003,Jafar Panahi,Chicago Tribune,88,Michael Wilmington,"A stark, minimalist near-masterpiece about the creation of a murderer in modern Iran.",
CRIMSON GOLD,2003,Jafar Panahi,The Globe and Mail (Toronto),88,Liam Lacey,"As in ""Taxi Driver,"" the protagonist is a damaged war veteran, an invisible man who travels about the city and internalizes its contradictions until he explodes.",
CRIMSON GOLD,2003,Jafar Panahi,Charlotte Observer,88,Lawrence Toppman,"It settles into the typical reflective mode of Iranian films, but something IS happening: A human being is slowly, sullenly, silently approaching his combustion point.",
CRIMSON GOLD,2003,Jafar Panahi,Portland Oregonian,83,Marc Mohan,"As with many Iranian films, reality and fiction collide (the lead actor really is a pizza deliveryman), and the moral of the story is a surprisingly blunt critique of the growing inequality of wealth in the slowly Westernizing nation.",
CRIMSON GOLD,2003,Jafar Panahi,Variety,80,Lisa Nesselson,Succeeds as a universal account of frustration applicable to any urban center where the gap between haves and have-nots is tauntingly visible.,
CRIMSON GOLD,2003,Jafar Panahi,Los Angeles Times,80,Manohla Dargis,"Through everyday actions and gestures -- in Hussein's awkward exchanges with other people, in his tender fumbling of his fianc&#233;e's purse -- Panahi shows a man for whom life has become increasingly arduous, alien. The filmmaker captures, in other words, what Bresson called ""the force in the air before the storm.""",
CRIMSON GOLD,2003,Jafar Panahi,L.A. Weekly,80,,"The result is the work of a funereal yet darkly funny neorealist, sounding the rallying cry against the inflexible maxim casually delivered by one of his own film's characters.",
CRIMSON GOLD,2003,Jafar Panahi,Washington Post,80,Desson Thomson,Unfolds with a marvelously understated humanism.,
CRIMSON GOLD,2003,Jafar Panahi,New York Daily News,75,Jami Bernard,Another excellent example of how Iranian cinema uses deceptively simple techniques to decode devastating truths about human nature.,
CRIMSON GOLD,2003,Jafar Panahi,New York Post,75,Jonathan Foreman,"Crimson Gold has been likened to an Iranian ""Taxi Driver,"" but it's nothing of the sort, though it is powerful in a quiet, minimalist way.",
CRIMSON GOLD,2003,Jafar Panahi,Chicago Sun-Times,75,Roger Ebert,"The success of Crimson Gold depends to an intriguing degree on the performance of its leading actor, a large, phlegmatic man.",
CRIMSON GOLD,2003,Jafar Panahi,The New Yorker,70,Anthony Lane,"Its characters are no different from the rest of us, in the cluster of their annoyances and kicks, yet utterly removed from us by a system that frowns upon ordinary desire. Jafar Panahi's movie, unsurprisingly, has been outlawed in Iran. Nobody likes a prophet.  [19 January 2004, p. 93]",
CRIMSON GOLD,2003,Jafar Panahi,The New York Times,70,Dana Stevens,"The occasional obviousness of the film's themes is more than balanced by the subtlety of its methods and by the stolid, irreducible individuality of its protagonist, Hussein.",
CRIMSON GOLD,2003,Jafar Panahi,Entertainment Weekly,67,Owen Gleiberman,"A fable of money as the root of jealousy, discord, violence, but the film's slippery fascination as sociological expos&#233; is the flip side of its thinness as drama.",
CRIMSON GOLD,2003,Jafar Panahi,Baltimore Sun,63,Chris Kaltenbach,There's a subtlety to Crimson Gold that deserves applause.,
CRIMSON GOLD,2003,Jafar Panahi,New York Magazine (Vulture),60,Peter Rainer,"Watching it is like getting a peek behind the curtain. But it's frustrating, too, because the casting of Emadeddin as a murderer-in-the-making precludes any psychological depth. And as an indictment of social inequality, which is the film's calling card, Panahi inadvertantly makes a far better case for the haves than for the have-nots.",
CRIMSON GOLD,2003,Jafar Panahi,TV Guide Magazine,60,Staff (Not Credited),"Though it unfolds like a thriller, it's ultimately a tragedy.",
THE PLAYER,1994,Robert Altman,Time,100,Richard Corliss,"Michael Tolkin's script abounds in such cynical wisdom, but it never loses an appreciation for the grace with which these snakes consume their victims. [13 April 1992]",
THE PLAYER,1994,Robert Altman,Washington Post,100,Desson Thomson,"A rare commodity. It's brilliant and a guilty pleasure. A subtle damning of things Hollywood, Robert Altman's seriocomedy slices its target with a thousand, imperceptible razor cuts.",
THE PLAYER,1994,Robert Altman,San Francisco Chronicle,100,Edward Guthmann,"Remarkable also for the uniform excellence of its cast, and for the pleasure [Altman's] actors take in the wide berth he allows them. [24 Apr 1992]",
THE PLAYER,1994,Robert Altman,Rolling Stone,100,Staff (Not Credited),"What makes The Player the best and boldest American comedy in years is Altman's wizardry at leavening anger with cathartic wit. He sticks it to every target, himself and us included, with a wicked zest that hurts only when you laugh -- and The Player keeps you laughing constantly.",
THE PLAYER,1994,Robert Altman,Chicago Tribune,100,Gene Siskel,"What ""M.A.S.H."" did to service comedies, what ""McCabe and Mrs. Miller"" did to westerns, what ""The Long Goodbye"" did to detective pictures, The Player does the to Hollywood success story. [24 April 1992]",
THE PLAYER,1994,Robert Altman,Washington Post,100,Hal Hinson,"The film, which begins with a single, gorgeously sustained eight-minute camera move, is blissfully out of touch with contemporary trends in moviemaking...surprising, both in style and narrative.",
THE PLAYER,1994,Robert Altman,Entertainment Weekly,100,Owen Gleiberman,"The film is sublime entertainment, at once ticklish and suspenseful, cynical and sincere. By its very existence, Altman's comedy about the death of Hollywood lets you know that movies are still alive and kicking.",
THE PLAYER,1994,Robert Altman,The Globe and Mail (Toronto),100,Rick Groen,"This is the master at the top of his form, his erratic genius harnessed and everything clicking, everything flowing, a fresh creation from a mature artist.",
THE PLAYER,1994,Robert Altman,USA Today,100,Mike Clark,"Joins company with ""Sullivan's Travels"" and ""Sunset Boulevard"" as the quintessential Hollywood peek-a-boos...[and] Tim Robbins' modulated performance rates rhapsodic praise. [10 Apr 1992]",
THE PLAYER,1994,Robert Altman,Empire,100,Caroline Westbrook,A modern classic.,
THE PLAYER,1994,Robert Altman,The New Yorker,100,Terrence Rafferty,"With breathtaking assurance, the movie veers from psychological-thriller suspense to goofball comedy to icy satire: it's Patricia Highsmith meets Monty Python meets Nathaniel West. [20 Apr 1992, p.81]",
THE PLAYER,1994,Robert Altman,Wall Street Journal,100,Julie Salamon,"This brilliant satire, styled as a murder mystery, is the best insider's view of Hollywood since ""Sunset Boulevard."" [15 Dec 1992, p.A16(E)]",
THE PLAYER,1994,Robert Altman,Variety,90,Staff (Not Credited),"Mercilessly satiric yet good-natured, this enormously entertaining slam dunk quite possibly is the most resonant Hollywood saga since the days of ""Sunset Blvd."" and ""The Bad and the Beautiful.""",
