Title Searched,Year Searched,Director Searched,Publication,Score,Critic,Snippet,Date Written
THE AMUSEMENT PARK,1973,George A. Romero,Consequence,91,Matt Prigge,"Barely seen or even heard of since it was made, this “lost” Romero film doesn’t disappoint, and even though it’s not technically a horror film, it will scare you into spending any and all free time tending to anyone over 70 for fear of karmic retribution.","Jan 23, 2020"
THE AMUSEMENT PARK,1973,George A. Romero,The Playlist,91,Brian Tallerico,"The Amusement Park is a concise film (only 52 minutes), but Romero packs it so full of detail and ambition that it contains more to appreciate than most films that run three times as long.","Jun 4, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,Screen Rant,90,Debopriyaa Dutta,"Sporting discordant sound design and deliberately surreal visuals, The Amusement Park emerges as a harrowing allegory about the terrors of ageism.","Jun 8, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,The Globe and Mail (Toronto),82,Barry Hertz,"As with every summer – even this supremely strange one – there are a ton of horror movies coming down the pike. But no matter how scary the new Conjuring or how disgusting the new Saw may be, I can guarantee that you won’t see as soul-shaking a film this season as The Amusement Park.","Jun 4, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,Variety,80,Michael Nordine,"Shot on delightfully grainy 16mm and featuring a cast of nonprofessional actors, the film is so alluringly disorienting that, by its end, some viewers will find themselves struggling to remember how this fever dream started.","Jun 12, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,The New Yorker,80,Richard Brody,"The film’s view of a mind thrown back on itself, and the profound vulnerability, mental derangement, and physical degradation that result, is, true to form, a political horror.","Jun 14, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,The Film Stage,75,Christian Gallichio,"It doesn’t always work as a coherent whole, but The Amusement Park is still a fascinating experiment from a director at the height of his creative skills.","Jun 4, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,Slant Magazine,75,Chuck Bowen,"With The Amusement Park, George Romero holds a cracked (funhouse) mirror up to a callous and ultimately terrified society.","Jun 7, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,The A.V. Club,75,A.A. Dowd,The Amusement Park passes in a deranged blur; it’s a glorified PSA made with the means (and in the spirit of) antagonistic outsider art.,"Jun 8, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,Paste Magazine,70,Jim Vorel,"There’s little here for the casual horror fan, but genre completionists will likely find something that sticks with them.","Jun 7, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,Little White Lies,70,Anton Bitel,"Carnivalesque both literally and metaphorically, it is a surreal affair, but for all its unnerving strangeness, the depressing subtext is spelt out very clearly.","Apr 5, 2022"
THE AMUSEMENT PARK,1973,George A. Romero,Austin Chronicle,67,Richard Whittaker,"Finally recovered from the archive by the George A. Romero Foundation, and restored by New York's IndieCollect from two faded 16mm prints, its mere existence as a lost Romero is enough to make it worth watching. But it's not simply a dated curio: it's a fascinating if dated curio.","Jun 2, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,The Guardian,60,Peter Bradshaw,The important thing is to be disturbed.,"Jun 8, 2021"
THE AMUSEMENT PARK,1973,George A. Romero,Polygon,35,Deirdre Crimmins,"At best, it’s basically a heavy-handed, inelegant Twilight Zone episode that was ultimately rejected by the religious organization that commissioned it.","Jun 11, 2021"
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,Time Out London,80,Staff (Not Credited),"A particularly nice touch is the ability of one of the teenagers to pull people into her dreams, allowing Langenkamp and the threatened kids to gang up against Freddie. The neat script also fills in a little more of the Freddie mythology, including a suitably tasteless account of his conception. A creepy score and Russell's sure grasp of the skewed logic of nightmares helps to sustain the ambiguity between the 'real' and 'dream' worlds, while Englund's Freddie now fits like a glove.",
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,Los Angeles Times,70,Kevin Thomas,"The morbid tone of the original has given way to horror comedy set off by quite spectacular and imaginative fantasy sequences. Dream Warriors is no less grisly, but at least you can laugh at it.",
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,The Globe and Mail (Toronto),63,John Allemang,"Of Course A Nightmare on Elm Street 3: Dream Warriors is repulsive. That is its primary attraction. All right-thinking people will steer clear. But wrong-thinkers with a taste for the grotesque will be in heaven, or the nearest satanic equivalent. [27 Feb 1987]",
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,Empire,60,Kim Newman,"Arguably the most imaginative of the horror franchise, with a fair number of truly resonant scenes.",
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,The New York Times,60,Janet Maslin,"Freddy Krueger is the most talkative of slashers, and also the most creative. In A Nightmare on Elm Street 3: Dream Warriors, he displays a great debt to Dali in concocting surreal visions for his prey. When Freddy enters the dreams of his teen-age victims, ordinary objects become armed and dangerous.",
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,Washington Post,50,Richard Harrington,"There are a few cheap thrills in Elm Street 3, but there are also plenty of effective effects, including mirrors-as-drowning-pools, Ray Harryhausen skeletal work and Freddy's body as a living frieze from hell. The film's major weakness can be summed up in two words: Craig Wasson. Wasson, who has the charisma of a bowl of wet chow mein, plays the sympathetic doctor who must try to outwit Freddy.",
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,TV Guide Magazine,50,Staff (Not Credited),"As played by the classically trained Robert Englund, Freddy is a vital killer who brings a sense of creepy fun to his demented work — moviegoers actually like the guy. The nightmares themselves are another reason for the series' success. Seldom have films explored the nightmare world with such effect, style, and panache.",
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,Miami Herald,50,Bill Cosford,"The entire Nightmare on Elm Street oeuvre has been hailed by critics as a fascinating exercise in id projection and Freudian cant, which helps explain why criticism is in low regard. A better reason to see Dream Warriors, if indeed there is one, is that it's really pretty gross and neat. [06 Mar 1987, p.D2]",
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,Variety,40,Staff (Not Credited),"Pic is mainly focused on the violent special effects outbursts of Freddy Krueger (ably limned under heavy makeup by Robert Englund), the child murderer’s demon spirit who seeks revenge on Langenkamp and the other Elm St kids for the sins of their parents. Debuting director Chuck Russell elicits poor performances from most of his thesps, making it difficult to differentiate between pic’s comic relief and unintended howlers.",
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,Chicago Sun-Times,38,Roger Ebert,"It's slick, it has impressive production values and the acting is appropriate to the material. So why did I find myself so indifferent to the movie? Maybe because it never generated any sympathy for its characters. This is filmmaking by the numbers, without soul.",
A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS,1987,Chuck Russell,Chicago Tribune,25,Gene Siskel,"This is the third in a hyper-violent and rather stupid series of thrillers about an adult child killer--with knives for fingers--who is burnt to death but now has returned to haunt more teenagers in their sleep. The kids are all patients at a clinic where group therapy fails to stop their nightmares. What you get for your money are scenes with a severed head, the simultaneous injection of 10 hypodermic needles presumably filled with heroin and four long tongues that turn into arm and ankle straps for a sex scene. Whoopee! The film's only blessing? It just may be bad enough to kill off the series.",
TANGERINE,2015,Sean Baker,Screen Daily,100,John Hazelton,Tangerine paints a portrait of transgender sex workers and their clients that pulses with raunchy energy and compassionate humour. It’s a bracing slice of American indie film-making.,"Jul 7, 2015"
TANGERINE,2015,Sean Baker,Los Angeles Times,100,Rebecca Keegan,"With a witty and efficient script by director Sean Baker and co-writer Chris Bergoch, Tangerine peels back the curtain on a fascinating Los Angeles microculture.","Jul 9, 2015"
TANGERINE,2015,Sean Baker,The New York Times,100,Manohla Dargis,"Tangerine encompasses dizzying multitudes — it’s a neo-screwball chase flick with a dash of Rainer Werner Fassbinder — but mostly, movingly, it is a female-friendship movie about two people who each started life with an XY chromosome set.","Jul 9, 2015"
TANGERINE,2015,Sean Baker,New York Magazine (Vulture),100,David Edelstein,"What’s extraordinary about Tangerine is that it’s everything an entertaining, old-fashioned, mainstream Hollywood comedy should be but no longer is. That nowadays you have to get this kind of stuff via Sundance from directors using iPhones is a drag — the wrong kind.","Jul 9, 2015"
TANGERINE,2015,Sean Baker,San Francisco Chronicle,100,David Lewis,"This is sublime filmmaking, a textbook example of how indies can tell groundbreaking stories in a way that Hollywood simply can’t match.","Jul 16, 2015"
TANGERINE,2015,Sean Baker,Slate,100,Dana Stevens,"A sneaky slice-of-life indie that comes on all casual and cinéma-verité in the early scenes, then slowly coalesces into a romantic comedy as intricately constructed as any door-slamming stage farce.","Jul 21, 2015"
TANGERINE,2015,Sean Baker,Time Out,100,David Ehrlich,"A saturated picture that courses with the raw energy of found footage while still feeling artfully composed, a movie that punches with the skittering violence of dubstep but careens through L.A. with the unbridled freedom of bebop jazz.","Jul 21, 2015"
TANGERINE,2015,Sean Baker,Salon,100,Andrew O'Hehir,"This is a gorgeous, timely and possibly profound human comedy, and if there’s no disentangling the medium from the message that’s because both are powerful and ambiguous.","Jul 21, 2015"
TANGERINE,2015,Sean Baker,The Telegraph,100,Robbie Collin,"It radiates a candour, immediacy and tongue-scalding sex appeal that a bigger budget would have only smothered.","Nov 15, 2015"
TANGERINE,2015,Sean Baker,IndieWire,91,Eric Kohn,Baker once again manages to match underrepresented faces in American cinema with material that lets their personalities shine.,"Jan 31, 2015"
TANGERINE,2015,Sean Baker,The Playlist,91,Katie Walsh,"Utilizing underseen subjects, [Baker] captures their world in a thoughtful and artful way, and it also happens to be a damn fun ride.","Jan 31, 2015"
TANGERINE,2015,Sean Baker,Entertainment Weekly,91,Joe McGovern,Tangerine is touching for its non-condescending stance toward working girls and the spirit of the sidewalk.,"Jul 7, 2015"
TANGERINE,2015,Sean Baker,The Hollywood Reporter,90,David Rooney,"The film's smart craftsmanship is ultimately less noteworthy than its humanizing, prejudice-challenging immersion into the lives of people who inhabit L.A.'s low-end drug and sex industry.","Jan 31, 2015"
TANGERINE,2015,Sean Baker,Variety,90,Justin Chang,"Writer-director Sean Baker’s sun-scorched, street-level snapshot is a work of rueful, matter-of-fact insight and unapologetically wild humor that draws a motley collection of funny, sad and desperate individuals into its protagonists’ orbit.","Jan 31, 2015"
TANGERINE,2015,Sean Baker,Village Voice,90,Stephanie Zacharek,"In the early minutes you might not be sure what you're watching. Tangerine's a comedy, of course, laced with rambunctious, exuberantly ragged dialogue. But by the end, Baker and his actors have led us to a place beyond comedy — you may still be laughing, but your breath catches a little on the way out.","Jul 7, 2015"
TANGERINE,2015,Sean Baker,New York Post,88,Sara Stewart,"The two working girls at the center of Tangerine are played by engaging newcomers: Kitana Kiki Rodriguez as the freshly out-of-jail Sin-Dee Rella, and Mya Taylor as her best friend Alexandra.","Jul 8, 2015"
TANGERINE,2015,Sean Baker,Rolling Stone,88,Peter Travers,A groundbreaking film that leaves you in stitches while quietly breaking your heart.,"Jul 9, 2015"
TANGERINE,2015,Sean Baker,Philadelphia Inquirer,88,Steven Rea,"Baker gets great, sly, unforced performances from his two leads, but it's not all a rollicking good time: There are moments of quietude, inquietude, moments when a sense of wariness and loneliness settles over the women.","Jul 24, 2015"
TANGERINE,2015,Sean Baker,The A.V. Club,83,Ignatiy Vishnevetsky,"It’s the movie’s quietest, softest moments that register most strongly, be it Alexandra’s low-key performance of Victor Herbert’s “Toyland” to an almost empty bar, or the final scene, which finds her and Sin-Dee alone in a Laundromat at the end of a long, bad night.","Jul 8, 2015"
TANGERINE,2015,Sean Baker,Portland Oregonian,83,Marc Mohan,"Baker's previous films ""Take Out"" and ""Starlet"" have focused on populations generally treated with disdain by mainstream society -- illegal immigrants and porn performers, respectively. With Tangerine he continues to prove that by depicting these characters in all their flaws and majesty, movies can inspire awareness of our shared humanity. And make us laugh.","Jul 17, 2015"
TANGERINE,2015,Sean Baker,Wall Street Journal,80,Joe Morgenstern,The film is clearly not for everyone; sometimes it wasn’t for me. But it’s steadfastly nonjudgmental and wonderfully tender toward two searchers for new versions of old-fashioned love.,"Jul 9, 2015"
TANGERINE,2015,Sean Baker,Arizona Republic,80,Bill Goodykoontz,"Rodriguez and Taylor are terrific. Their confidence is infectious, yet they never let us forget the challenges their lives offer.","Jul 23, 2015"
TANGERINE,2015,Sean Baker,The Guardian,80,Peter Bradshaw,There’s real energy.,"Nov 15, 2015"
TANGERINE,2015,Sean Baker,CineVue,80,Patrick Gamble,"Poetic realism for a digital age, Tangerine also shares a lot of qualities with the cinema of Mike Leigh and Ken Loach. There's no cheap manipulation here and Baker's characters never come across as victims.","Nov 15, 2015"
TANGERINE,2015,Sean Baker,Austin Chronicle,78,Steve Davis,"Tangerine’s greatest accomplishment, however, lies with director Baker, who filmed the movie using an iPhone 5S. It’s an amazing achievement – the fluidity of the camerawork is exhilarating at times, the intimacy of the close-ups sometimes unsettling.","Jul 22, 2015"
TANGERINE,2015,Sean Baker,Slant Magazine,75,Ed Gonzalez,"Its triumph is primarily a matter of style, a visionary revelation every bit as expressionistic as its main character's electric sense of shade.","Jun 28, 2015"
TANGERINE,2015,Sean Baker,Movie Nation,75,Roger Moore,"A feisty, funny, down-and-dirty farce as nasty as a Supreme Court dissent, as timely as a Jenner magazine cover.","Jul 7, 2015"
TANGERINE,2015,Sean Baker,TheWrap,75,Inkoo Kang,"The film bustles along through a series of reveals – a storytelling technique that can lose an audience’s sympathy or suspension of disbelief pretty fast, but which works flawlessly here because the filmmakers and the performers know exactly who their characters are and what kind of world they live in.","Jul 9, 2015"
TANGERINE,2015,Sean Baker,RogerEbert.com,75,Matt Zoller Seitz,"As written by Sean Baker and Chris Bergoch and directed by Baker, it's assured and immensely likable, and truly independent in story and style.","Jul 10, 2015"
TANGERINE,2015,Sean Baker,Washington Post,75,Ann Hornaday,"As one character observes in Tangerine, Los Angeles is “a beautifully wrapped lie.” Baker has created a fitting homage to artifice and the often tawdry, tender realities that lie beneath.","Jul 16, 2015"
TANGERINE,2015,Sean Baker,St. Louis Post-Dispatch,75,Calvin Wilson,"Although the story of Sin-Dee and Alexandra might have benefited from a bit more structure, it’s a window into a world of which many people are unaware — but a world that has its share of dreamers.","Aug 6, 2015"
TANGERINE,2015,Sean Baker,The New Yorker,70,Richard Brody,"Baker revels in the power of clichés and the generic energy of his low-fi cinematography, which is done with a cell phone. The results are picturesque and anecdotal.","Jul 7, 2015"
TANGERINE,2015,Sean Baker,Boston Globe,63,Peter Keough,Subtlety and irony are not among the film’s virtues.,"Jul 16, 2015"
TANGERINE,2015,Sean Baker,New York Daily News,60,Jordan Hoffman,"Tangerine offers a warts-and-all depiction of a subculture seldom treated with respect by straight society. The movie handles it in a sincere way that’s entertaining, too.","Jul 9, 2015"
TANGERINE,2015,Sean Baker,New Orleans Times-Picayune,40,Mike Scott,"Like the rest of the film, it's has its laughs and it has its emotion, just not enough of either.","Sep 18, 2015"
JUMANJI,1995,Joe Johnston,San Francisco Examiner,75,Walter Addiego,The result is a thrill ride with enough plunges and turns and loop-the-loops to make it worth a spin. What the picture lacks is the magic and resonance you feel in the best of popular entertainments.,
JUMANJI,1995,Joe Johnston,TV Guide Magazine,63,Staff(not credited),"Regrettably, however, the weird elegance of Chris Van Allsburg's much-praised picture book has been all but lost in translation.",
JUMANJI,1995,Joe Johnston,USA Today,63,Mike Clark,"Based on a popular children's book by Chris Van Allsburg and directed by that ""Honey, I Shrunk the Kids"" guy Joe Johnston, Jumanji is a calculated but very entertaining special effects extravaganza. [15Dec1995 Pg. 01.D]",
JUMANJI,1995,Joe Johnston,The New York Times,60,Janet Maslin,"Eschewing warm, cuddly imagery just as Mr. Van Allsburg's book does, the film affects a strange, artificial style that has the invasive weirdness of ""Gremlins"" but none of the charm.",
JUMANJI,1995,Joe Johnston,Empire,60,Staff(not credited),"On a scene by scene basis, it is mostly great fun but suffers from a contrived script which repetitively drags characters back to the eponymous magical board game for another effect-producing throw of the dice.",
JUMANJI,1995,Joe Johnston,Entertainment Weekly,58,Owen Gleiberman,"Jumanji is cardboard Spielberg, a B-movie scrap heap of spare parts lifted from ""Jurassic Park"" and ""Gremlins"" and ""Back to the Future"".",
JUMANJI,1995,Joe Johnston,ReelViews,50,James Berardinelli,Jumanji takes approximately one-hundred minutes for four people to play a board game. The result isn't much more fun or involving than watching a few friends play Monopoly.,
JUMANJI,1995,Joe Johnston,San Francisco Chronicle,50,Peter Stack,"As a movie, it's far from compelling. As a thrill ride, though, it's a rampaging special effects and animatronics extravaganza that will make small children cringe behind their seats.",
JUMANJI,1995,Joe Johnston,The Globe and Mail (Toronto),50,Liam Lacey,"The terror sequences (not only animals but monsoons and earthquakes and quicksand) are scary until they get monotonous: after a while, you have a sense you're watching a clip reel from every Hollywood disaster flick ever made.",
JUMANJI,1995,Joe Johnston,The New Yorker,50,Anthony Lane,"The movie takes time to warm up, it weakens into soppiness at the end, and the game itself, if you think it through, makes very little sense.",
JUMANJI,1995,Joe Johnston,Variety,50,Leonard Klady,"The screenplay, however, denies the film a solid foundation. Jumanji is diverting in a splashy , eye-catching manner, but is about as substantive and durable as filigree.",
JUMANJI,1995,Joe Johnston,Washington Post,40,Desson Thomson,"Williams is hardly at his comically inventive best. And the script (adapted by Chris Van Allsburg, and a string of others, from his book) pursues the least exciting avenues possible.",
JUMANJI,1995,Joe Johnston,Chicago Sun-Times,38,Roger Ebert,"The film is a gloomy special-effects extravaganza filled with grotesque images, generating fear and despair.",
JUMANJI,1995,Joe Johnston,Los Angeles Times,30,Jack Mathews,Something bad happened on the way from the book to the movie. [15Dec1995 Pg. F.01],
JUMANJI,1995,Joe Johnston,Washington Post,30,Rita Kempley,"The script boasts more writers than the computerized menagerie's got megabytes, but they haven't come up with much variety or humor in what is essentially a string of catastrophes.",
JUMANJI,1995,Joe Johnston,Christian Science Monitor,25,David Sterritt,Mostly trite and tacky despite Robin Williams's strenuous acting.,
JUMANJI,1995,Joe Johnston,Newsweek,20,John Leland,"Director Joe Johnston (""Honey, I Shrunk the Kids"") turns this fantasy into a mean-spirited exercise in terror.",
JUMANJI,1995,Joe Johnston,Time,10,Richard Corliss,"Director Joe Johnston's elaborately dressed kids' movie--about a board game that sucks its players into a perilous jungle overrun by lions, rhinos, monkeys, crocodiles and spiders--spends so much time on the how of special effects that it neglects the why of characterization.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,BBC,100,Jamie Russell,"A comic epic, Hidden Fortress focuses not on the high drama of the aristocrats' escape, but on the slapstick antics of the faint-hearted peasants as they whinge and moan their way through the countryside.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,ReelViews,100,James Berardinelli,"By introducing comedy into the mixture and telling the tale from an atypical perspective, Kurosawa has differentiated The Hidden Fortress from nearly every similar feudal era Japanese epic ever committed to the screen. This is a masterpiece that deserves more credit than it is often given.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,TV Guide Magazine,100,Staff (Not Credited),"Akira Kurosawa's THE HIDDEN FORTRESS is a paradigm of the modern adventure epic--a marvelously entertaining blend of a simple but strong plot, exhilarating action scenes, tongue-in-cheek humor, and a solid philosophical underpinning.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,IndieWire,100,David Ehrlich,"The Hidden Fortress is a bracing adventure in its own right — not a frivolous outlier from one of cinema’s most formative oeuvres, but rather a Cervantes-inflected delight that complicates and enriches Kurosawa’s signature humanism by exploring the value of morality in an amoral world.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,Chicago Tribune,100,Michael Wilmington,"Kurosawa's 1958 classic samurai comedy adventure; George Lucas used it as the model for Star Wars, in which Mifune and the two squabbling farmers are transformed into Han Solo, C-3PO and R2-D2. [03 Mar 2006, p.C5]",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,The Dissolve,90,Keith Phipps,"The Hidden Fortress is, above all, a roaring piece of entertainment, a Western-like samurai adventure set against the chaos of 16th-century Japan.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,The Guardian,90,Peter Bradshaw,"The comedy co-exists with a dark view of life's brevity, and Kurosawa devises exhilarating setpieces and captivating images. Arthouse classics aren't usually as welcoming and entertaining as this.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,Time Out,90,Staff (Not Credited),"The movie that confirmed Kurosawa's greatest strength, his innovative handling of genre.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,Village Voice,90,Jonas Mekas,"Few other directors can get so much violent power from their landscapes and their people. No image is boring. [01 Feb 1962, p.11]",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,Slant Magazine,88,Jordan Cronk,"Kurosawa most often did his finest work when combining his idiosyncratic and popular sensibilities into humane, broadly accessible entertainments; it just so happens that The Hidden Fortress remains more unabashedly entertaining than most.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,LarsenOnFilm,88,Josh Larsen,"With its epic setting and visual grace, The Hidden Fortress also is a precursor to Crouching Tiger, Hidden Dragon. Watching the movie, though, you’ll be struck less by its influence than by an awesome artistry that’s all its own.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,The A.V. Club,83,Mike D'Angelo,"It isn’t Kurosawa’s best picture, by any means, but it’s almost certainly his most fun.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,Washington Post,80,Gary Arnold,"Perhaps the most satisfying and endearing aspect of The Hidden Fortress at this juncture of movie history is that it so persuasively lends meaning to a high adventure format, using the stimulation to enhance ideals of individual valor and group solidarity.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,Variety,80,Staff (Not Credited),"the picture is really director Akira Kurosawa’s, who takes what could have been a terribly unwieldy subject and makes it believable and highly entertaining. Ichio Yamazaki’s camerawork is first-rate.",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,The Observer (UK),80,Philip French,"There are two epic set pieces (a slave revolt and a peasant fire festival), numerous battles (including an extended fight with lances between two samurai) and endless felicitously staged scenes. In his first widescreen picture, Kurosawa revelled in a shape disparaged at the time, and stuck with it thereafter. [24 Mar 2002, p.9]",
THE HIDDEN FORTRESS,1958,Akira Kurosawa,The New York Times,60,Bosley Crowther,"This is not to say that the action is not vivid, exciting and tense, or that Kurosawa's camera is any less graphic than it usually is. This is simply to say that The Hidden Fortress is essentially a superficial film and that Kurosawa, for all his talent, is as prone to pot-boiling as anyone else.",
CECIL B. DEMENTED,2000,John Waters,San Francisco Examiner,88,Wesley Morris,"The shenanigans have been pared into 84 minutes of transgressive, potty-minded farce, that is often Waters at his most cheerful and most thematically focused.",
CECIL B. DEMENTED,2000,John Waters,Rolling Stone,80,Peter Travers,DeMented is Waters the way we like him--spiked with laughs and served with a twist.,
CECIL B. DEMENTED,2000,John Waters,Los Angeles Times,80,Kevin Thomas,"A fast, furious and funny fusillade of a movie.",
CECIL B. DEMENTED,2000,John Waters,Time,80,Richard Corliss,Cecil B. proves how a dose of smart bad taste can be jolly good fun.,
CECIL B. DEMENTED,2000,John Waters,TNT RoughCut,80,Susannah Breslin,"Not to be missed, one of the year's best, a whole lotta laughs, and 4-stars all rolled into one.",
CECIL B. DEMENTED,2000,John Waters,Austin Chronicle,78,Marjorie Baumgarten,If this movie does anything to rally crowds against cinema's mass distribution of mediocrity then it has served a noble purse.,
CECIL B. DEMENTED,2000,John Waters,Christian Science Monitor,75,David Sterritt,"The comedy is frantic and tasteless in the usual Waters mode, but it takes telling potshots at the Hollywood establishment, which isn't nearly so open about the tackiness of its products.",
CECIL B. DEMENTED,2000,John Waters,Seattle Post-Intelligencer,75,Sean Axmaker,It's Waters' way of saying: It's only a movie.,
CECIL B. DEMENTED,2000,John Waters,San Francisco Chronicle,75,Bob Graham,It's an audacious little comedy with bursts of hilarity and a certain giddy energy.,
CECIL B. DEMENTED,2000,John Waters,Portland Oregonian,75,Shawn Levy,"For good and ill, there is only one John Waters.",
CECIL B. DEMENTED,2000,John Waters,Baltimore Sun,75,Ann Hornaday,"For movie fans who despair of the state of American cinema, the in-jokes are hilarious.",
CECIL B. DEMENTED,2000,John Waters,Film.com,70,Robert Horton,"A small, scruffy, but agreeably energized comedy.",
CECIL B. DEMENTED,2000,John Waters,Chicago Reader,70,Jonathan Rosenbaum,"Funnier than ""Pecker"" but a far cry from the best of Waters's Divine movies.",
CECIL B. DEMENTED,2000,John Waters,L.A. Weekly,70,Ella Taylor,"Neither Waters' funniest film nor, by a long chalk, his most radical. But it is, as promised, a passing of the torch and an article of suitably perverse faith in the next generation of nutso cin&#233;astes.",
CECIL B. DEMENTED,2000,John Waters,Salon,70,Stephanie Zacharek,This is a sweet-spirited movie about a nice bunch of kids having good clean fun.,
CECIL B. DEMENTED,2000,John Waters,Dallas Observer,70,David Ehrenstein,Waters offers a worldview that's uniquely his own.,
CECIL B. DEMENTED,2000,John Waters,Boston Globe,63,Jay Carr,"It's the cinematic equivalent of one of those prop guns where you pull the trigger and a little flag comes out of the barrel, waving gaily.",
CECIL B. DEMENTED,2000,John Waters,The New York Times,60,Stephen Holden,"Consistently amusing and smart in its choice of targets, but it lacks the manic edge of some of Waters' earlier movies.",
CECIL B. DEMENTED,2000,John Waters,TV Guide Magazine,60,Steve Simels,Has a giddy silliness that's thoroughly endearing.,
CECIL B. DEMENTED,2000,John Waters,Village Voice,60,J. Hoberman,Has the grace to send the audience out with a piece of Waters-written rap.,
CECIL B. DEMENTED,2000,John Waters,Entertainment Weekly,58,Owen Gleiberman,Has a few viciously funny moments.,
CECIL B. DEMENTED,2000,John Waters,Chicago Tribune,50,Michael Wilmington,Weighed down by the presence of Griffith. She plays her satiric part without much gusto or conviction - as if she were afraid we might believe she really is Honey.,
CECIL B. DEMENTED,2000,John Waters,Variety,50,David Rooney,Diverting but uneven.,
CECIL B. DEMENTED,2000,John Waters,Film.com,50,Ernest Hardy,"Hamstrung by a script that is too often smug, obvious and self-important.",
CECIL B. DEMENTED,2000,John Waters,New York Post,50,Jonathan Foreman,Disappointing and surprisingly crude.,
CECIL B. DEMENTED,2000,John Waters,USA Today,50,Susan Wloszczyna,"Where once Waters was brilliantly polluted, now he comes off diluted.",
CECIL B. DEMENTED,2000,John Waters,New York Daily News,50,Jami Bernard,Not so much a movie as a self-contained world for like-minded people who wear their outsider status on their sleeves.,
CECIL B. DEMENTED,2000,John Waters,Philadelphia Inquirer,38,Carrie Rickey,"Maybe Waters set out to prove Karl Marx's observation that all great events happen twice, first as tragedy and the second time as farce.",
CECIL B. DEMENTED,2000,John Waters,Chicago Sun-Times,38,Roger Ebert,"Even with Cecil B. Demented, which fails on just about every level, you've got to hand it to him (Waters): The idea for the film is kind of inspired.",
CECIL B. DEMENTED,2000,John Waters,Miami Herald,25,Rene Rodriguez,Shrill and sloppy film.,
CECIL B. DEMENTED,2000,John Waters,Washington Post,20,Rita Kempley,"An insufferable, self-important, sloppily made bore.",
CECIL B. DEMENTED,2000,John Waters,Mr. Showbiz,8,Michael Atkinson,Appears to have been written and directed by a grade-school dropout snorting airplane glue.,
SEVEN SAMURAI,1954,Akira Kurosawa,Boston Globe,100,Ty Burr,"Moves like hot mercury, and it draws a viewer so thoroughly into its world that real life can seem thick and dull when the lights come up.",
SEVEN SAMURAI,1954,Akira Kurosawa,TV Guide Magazine,100,Staff (Not Credited),"Much imitated, still unsurpassed. By critical consensus one of the best movies ever made, The Seven Samurai covers so much emotional, historical, and cinematic ground that that it demands to be viewed over and over again.",
SEVEN SAMURAI,1954,Akira Kurosawa,Christian Science Monitor,100,David Sterritt,"The legendary Mifune leads a superb cast, and Kurosawa's kinetic camera keeps the adventure sizzling with energy and wit from start to finish.",
SEVEN SAMURAI,1954,Akira Kurosawa,New York Daily News,100,Jami Bernard,It's impossible to imagine how the action genre would have developed without Akira Kurosawa's watershed 1954 movie Seven Samurai.,
SEVEN SAMURAI,1954,Akira Kurosawa,The Guardian,100,Peter Bradshaw,The glorious vigour and strength of this film is presented with such theatrical relish and flair: its energy flashes out of the screen like a sword.,
